title,date,url
"É preciso acabar com a fome, mas com qualidade nutricional",2023-10-18T09:58:35-03:00,https://pv.org.br/e-preciso-acabar-com-a-fome-mas-com-qualidade-nutricional/
Dia mundial da alimentação: É preciso acabar com a fome mas com garantia de qualidade nutricional,2023-10-17T17:07:33-03:00,https://pv.org.br/dia-mundial-da-alimentacao-e-preciso-acabar-com-a-fome-mas-com-garantia-de-qualidade-nutricional/
Comissão do Hidrogênio apresenta relatório preliminar que propõe o Marco Regulatório do Hidrogênio de Baixo Carbono,2023-10-11T10:21:16-03:00,https://pv.org.br/comissao-do-hidrogenio-apresenta-relatorio-preliminar-que-propoe-o-marco-regulatorio-do-hidrogenio-de-baixo-carbono/
Nota de pesar,2023-10-05T12:17:54-03:00,https://pv.org.br/nota-de-pesar-5/
Pessoas com lúpus poderão retirar bloqueadores solares gratuitos pelo Farmácia Popular,2023-10-02T09:54:59-03:00,https://pv.org.br/pessoas-com-lupus-poderao-retirar-bloqueadores-solares-gratuitos-pelo-farmacia-popular/
Deputado do PV assume relatoria de PL que regulamenta o mercado de carbono,2023-09-28T16:30:32-03:00,https://pv.org.br/deputado-do-pv-assume-relatoria-de-pl-que-regulamenta-o-mercado-de-carbono/
Clodoaldo participa do lançamento do novo PAC Seleções,2023-09-27T16:45:59-03:00,https://pv.org.br/clodoaldo-participa-do-lancamento-do-novo-pac-selecoes/
Comissão aprova PL de deputados do PV para criação de salas de silêncio para autistas,2023-09-27T16:04:26-03:00,https://pv.org.br/comissao-aprova-pl-de-deputados-do-pv-para-criacao-de-salas-de-silencio-para-autistas/
Clodoaldo solicita ao Ministério da Saúde vacinas contra a meningite para crianças,2023-09-26T15:31:55-03:00,https://pv.org.br/clodoaldo-solicita-ao-ministerio-da-saude-vacinas-contra-a-meningite-para-criancas/
Aliel entrega homenagem em audiência com Papa Francisco,2023-09-20T14:55:12-03:00,https://pv.org.br/aliel-entrega-homenagem-em-audiencia-com-papa-francisco/
Frente reúne parlamentares pelo fim do Circuito Fechado para viagens de ônibus fretados,2023-09-20T11:43:19-03:00,https://pv.org.br/frente-reune-parlamentares-pelo-fim-do-circuito-fechado-para-viagens-de-onibus-fretados/
Jadyel Alencar propõe sistema integrado de transplante de órgãos no Brasil,2023-09-19T14:23:28-03:00,https://pv.org.br/jadyel-alencar-propoe-sistema-integrado-de-transplante-de-orgaos-no-brasil/
Lançamento da Frente Parlamentar Mista em Defesa dos Fretadores – Frenfret: Um Convite à Participação,2023-09-19T10:55:37-03:00,https://pv.org.br/lancamento-da-frente-parlamentar-mista-em-defesa-dos-fretadores-frenfret-um-convite-a-participacao/
"Proposto pelo deputado Bacelar, evento sobre produção de energia renovável discute ampliação da participação da Bahia na agenda positiva”",2023-09-18T12:36:54-03:00,https://pv.org.br/proposto-pelo-deputado-bacelar-evento-sobre-producao-de-energia-renovavel-discute-ampliacao-da-participacao-da-bahia-na-agenda-positiva/
"Leandro Grass, do Iphan, se reúne com deputados da Bancada Verde",2023-09-14T17:20:16-03:00,https://pv.org.br/leandro-grass-do-iphan-se-reune-com-deputados-da-bancada-verde/
Encontro sobre energias renováveis busca fortalecer o setor na Bahia,2023-09-14T10:40:27-03:00,https://pv.org.br/encontro-sobre-energias-renovaveis-busca-fortalecer-o-setor-na-bahia/
Comissão debate o papel do jornalismo digital no acesso à informação  Fonte: Agência Câmara de Notícias,2023-09-12T10:35:51-03:00,https://pv.org.br/comissao-debate-o-papel-do-jornalismo-digital-no-acesso-a-informacao-fonte-agencia-camara-de-noticias/
Ministro do Turismo e deputado Aliel farão agenda técnica na região,2023-09-08T20:41:16-03:00,https://pv.org.br/ministro-do-turismo-e-deputado-aliel-farao-agenda-tecnica-na-regiao/
